date,S,I,R,D
29-01-2020,82999998.71428572,0.8571428571428571,0.42857142857142855,0.0
30-01-2020,82999998.14285715,1.4285714285714286,0.42857142857142855,0.0
31-01-2020,82999997.42857143,2.142857142857143,0.42857142857142855,0.0
01-02-2020,82999996.28571428,3.2857142857142856,0.42857142857142855,0.0
02-02-2020,82999994.85714285,4.714285714285714,0.42857142857142855,0.0
03-02-2020,82999993.28571428,6.428571428571429,0.2857142857142857,0.0
04-02-2020,82999992.14285715,7.714285714285714,0.14285714285714285,0.0
05-02-2020,82999991.0,9.0,0.0,0.0
06-02-2020,82999989.85714285,10.142857142857142,0.0,0.0
07-02-2020,82999988.71428572,11.285714285714286,0.0,0.0
08-02-2020,82999988.0,12.0,0.0,0.0
09-02-2020,82999987.42857143,12.571428571428571,0.0,0.0
10-02-2020,82999987.14285715,12.857142857142858,0.0,0.0
11-02-2020,82999986.57142857,13.428571428571429,0.0,0.0
12-02-2020,82999986.0,14.0,0.0,0.0
13-02-2020,82999985.42857143,14.428571428571429,0.14285714285714285,0.0
14-02-2020,82999985.0,14.714285714285714,0.2857142857142857,0.0
15-02-2020,82999984.57142857,15.0,0.42857142857142855,0.0
16-02-2020,82999984.28571428,15.142857142857142,0.5714285714285714,0.0
17-02-2020,82999984.0,15.285714285714286,0.7142857142857143,0.0
18-02-2020,82999984.0,13.571428571428571,2.4285714285714284,0.0
19-02-2020,82999984.0,11.857142857142858,4.142857142857143,0.0
20-02-2020,82999984.0,10.285714285714286,5.714285714285714,0.0
21-02-2020,82999984.0,8.428571428571429,7.571428571428571,0.0
22-02-2020,82999984.0,6.571428571428571,9.428571428571429,0.0
23-02-2020,82999984.0,4.714285714285714,11.285714285714286,0.0
24-02-2020,82999984.0,2.857142857142857,13.142857142857142,0.0
25-02-2020,82999984.0,2.5714285714285716,13.428571428571429,0.0
26-02-2020,82999983.28571428,2.857142857142857,13.857142857142858,0.0
27-02-2020,82999981.85714285,3.7142857142857144,14.428571428571429,0.0
28-02-2020,82999976.57142857,8.714285714285714,14.714285714285714,0.0
29-02-2020,82999969.42857143,15.571428571428571,15.0,0.0
01-03-2020,82999955.0,29.714285714285715,15.285714285714286,0.0
02-03-2020,82999935.85714285,48.57142857142857,15.571428571428571,0.0
03-03-2020,82999911.28571428,72.85714285714286,15.857142857142858,0.0
04-03-2020,82999880.0,104.0,16.0,0.0
05-03-2020,82999833.85714285,150.14285714285714,16.0,0.0
06-03-2020,82999765.14285715,218.71428571428572,16.142857142857142,0.0
