date,S,I,R,D
06-12-2020,36972715.28571428,364887.5714285714,643669.4285714285,18727.714285714286
07-12-2020,36961705.85714286,354759.4285714286,664374.0,19160.714285714286
08-12-2020,36950809.71428572,345048.5714285714,684553.4285714285,19588.285714285714
09-12-2020,36940154.571428575,334530.4285714286,705305.0,20010.0
10-12-2020,36929655.0,323835.5714285714,726099.1428571428,20410.285714285714
11-12-2020,36919173.85714286,312637.0,747376.7142857143,20812.428571428572
12-12-2020,36908826.0,300778.28571428574,769181.1428571428,21214.571428571428
13-12-2020,36898506.571428575,288962.0,790920.4285714285,21611.0
14-12-2020,36888119.571428575,277993.5714285714,811878.8571428572,22008.0
15-12-2020,36877933.28571428,267662.71428571426,832007.8571428572,22396.14285714286
16-12-2020,36867706.14285714,259723.7142857143,849780.5714285715,22789.571428571428
17-12-2020,36857735.571428575,253416.42857142858,865670.5714285715,23177.428571428572
18-12-2020,36848064.571428575,248399.2857142857,879987.7142857143,23548.428571428572
19-12-2020,36838426.428571425,245214.57142857142,892442.2857142857,23916.714285714286
20-12-2020,36828843.0,243097.0,903781.4285714285,24278.571428571428
21-12-2020,36819297.14285714,241303.42857142858,914761.7142857143,24637.714285714286
22-12-2020,36809710.571428575,239890.2857142857,925408.0,24991.14285714286
23-12-2020,36800137.28571428,238768.0,935769.1428571428,25325.571428571428
24-12-2020,36790398.0,237802.42857142858,946130.1428571428,25669.428571428572
25-12-2020,36780935.28571428,237075.42857142858,956002.5714285715,25986.714285714286
26-12-2020,36772361.0,236154.7142857143,965239.4285714285,26244.85714285714
27-12-2020,36764489.0,235017.85714285713,974002.4285714285,26490.714285714286
28-12-2020,36756820.14285714,233967.85714285713,982482.2857142857,26729.714285714286
29-12-2020,36749048.14285714,232967.85714285713,991015.5714285715,26968.428571428572
30-12-2020,36741191.28571428,231899.7142857143,999688.5714285715,27220.428571428572
31-12-2020,36733294.14285714,230931.0,1008297.4285714285,27477.428571428572
01-01-2021,36725121.14285714,230024.42857142858,1017097.1428571428,27757.285714285714
02-01-2021,36716677.14285714,229176.0,1026105.0,28041.85714285714
03-01-2021,36707938.71428572,228560.2857142857,1035174.0,28327.0
04-01-2021,36699025.85714286,228017.85714285713,1044342.2857142857,28614.0
05-01-2021,36690154.428571425,227327.85714285713,1053611.857142857,28905.85714285714
06-01-2021,36681112.14285714,227243.57142857142,1062448.2857142857,29196.0
07-01-2021,36672261.71428572,227356.42857142858,1070945.142857143,29436.714285714286
08-01-2021,36663728.14285714,227327.85714285713,1079276.2857142857,29667.714285714286
09-01-2021,36654679.85714286,227768.2857142857,1087605.142857143,29946.714285714286
10-01-2021,36645107.14285714,228441.85714285713,1096208.7142857143,30242.285714285714
11-01-2021,36635507.28571428,229040.57142857142,1104909.5714285714,30542.571428571428
12-01-2021,36626201.0,229586.7142857143,1113371.5714285714,30840.714285714286
13-01-2021,36617623.0,229394.14285714287,1121854.2857142857,31128.571428571428
14-01-2021,36609419.0,228681.42857142858,1130455.2857142857,31444.285714285714
15-01-2021,36601357.14285714,227841.14285714287,1139034.0,31767.714285714286
16-01-2021,36593743.28571428,226663.0,1147512.4285714286,32081.285714285714
17-01-2021,36586608.71428572,225202.14285714287,1155799.2857142857,32389.85714285714
18-01-2021,36579667.14285714,223658.57142857142,1163979.142857143,32695.14285714286
19-01-2021,36572830.428571425,221779.57142857142,1172394.5714285714,32995.42857142857
20-01-2021,36566298.571428575,219411.42857142858,1180999.7142857143,33290.28571428572
21-01-2021,36560093.0,216758.2857142857,1189558.142857143,33590.57142857143
22-01-2021,36554052.428571425,215595.42857142858,1196467.0,33885.142857142855
23-01-2021,36548167.571428575,214089.7142857143,1203566.2857142857,34176.42857142857
24-01-2021,36542478.71428572,212474.7142857143,1210583.4285714286,34463.142857142855
25-01-2021,36536911.571428575,210611.85714285713,1217728.7142857143,34747.857142857145
26-01-2021,36531377.428571425,209216.42857142858,1224377.4285714286,35028.71428571428
27-01-2021,36525861.85714286,208900.57142857142,1229935.7142857143,35301.857142857145
28-01-2021,36520345.71428572,209125.0,1234958.5714285714,35570.71428571428
29-01-2021,36514900.428571425,207968.57142857142,1241292.857142857,35838.142857142855
30-01-2021,36509520.571428575,207116.85714285713,1247263.142857143,36099.42857142857
31-01-2021,36504137.428571425,206523.14285714287,1252980.4285714286,36359.0
01-02-2021,36498742.28571428,206101.0,1258537.5714285714,36619.142857142855
02-02-2021,36493386.85714286,205794.85714285713,1263940.5714285714,36877.71428571428
03-02-2021,36488029.571428575,205541.7142857143,1269287.857142857,37140.857142857145
04-02-2021,36482766.571428575,205209.2857142857,1274612.2857142857,37411.857142857145
05-02-2021,36477516.571428575,204850.14285714287,1279945.857142857,37687.42857142857
06-02-2021,36472252.14285714,204556.57142857142,1285231.142857143,37960.142857142855
07-02-2021,36466984.571428575,204310.14285714287,1290473.142857143,38232.142857142855
08-02-2021,36461727.28571428,204120.7142857143,1295647.4285714286,38504.57142857143
09-02-2021,36456512.428571425,203912.85714285713,1300801.4285714286,38773.28571428572
10-02-2021,36451279.28571428,203752.14285714287,1305935.2857142857,39033.28571428572
11-02-2021,36445973.0,203662.7142857143,1311069.2857142857,39295.0
12-02-2021,36440620.14285714,203708.2857142857,1316132.142857143,39539.42857142857
13-02-2021,36435178.571428575,203920.14285714287,1321117.2857142857,39784.0
14-02-2021,36429650.428571425,204221.57142857142,1326098.7142857143,40029.28571428572
15-02-2021,36424106.28571428,204549.85714285713,1331072.142857143,40271.71428571428
16-02-2021,36418398.0,205024.57142857142,1336067.7142857143,40509.71428571428
17-02-2021,36412437.71428572,205763.7142857143,1341062.4285714286,40736.142857142855
18-02-2021,36406182.428571425,206880.85714285713,1346000.2857142857,40936.42857142857
19-02-2021,36399584.571428575,208266.57142857142,1351013.0,41135.857142857145
20-02-2021,36392711.85714286,209821.42857142858,1356135.7142857143,41331.0
21-02-2021,36385595.71428572,211545.42857142858,1361333.2857142857,41525.57142857143
22-02-2021,36378287.14285714,213417.2857142857,1366576.5714285714,41719.0
23-02-2021,36370816.85714286,215390.7142857143,1371872.7142857143,41919.71428571428
24-02-2021,36362853.428571425,217799.7142857143,1377213.142857143,42133.71428571428
25-02-2021,36354451.571428575,220460.57142857142,1382738.2857142857,42349.57142857143
26-02-2021,36345655.14285714,223276.2857142857,1388500.5714285714,42568.0
27-02-2021,36336345.85714286,226340.85714285713,1394519.857142857,42793.42857142857
28-02-2021,36326599.28571428,229514.14285714287,1400864.857142857,43021.71428571428
01-03-2021,36316724.71428572,232518.2857142857,1407506.0,43251.0
02-03-2021,36306617.71428572,235469.57142857142,1414436.857142857,43475.857142857145
03-03-2021,36296003.28571428,238797.0,1421508.0,43691.71428571428
04-03-2021,36284944.85714286,242313.85714285713,1428833.2857142857,43908.0
05-03-2021,36273273.571428575,246052.2857142857,1436549.2857142857,44124.857142857145
06-03-2021,36261208.428571425,249745.0,1444713.142857143,44333.42857142857
07-03-2021,36248646.85714286,253562.14285714287,1453247.2857142857,44543.71428571428
08-03-2021,36235887.571428575,257078.2857142857,1462279.0,44755.142857142855
09-03-2021,36222840.14285714,260573.2857142857,1471610.5714285714,44976.0
10-03-2021,36209569.571428575,264120.85714285716,1481100.0,45209.57142857143
